Country,GA_Name,Formed,Description,Off_website,Address,Jurisdiction,wiki_infobox
Singapore,Ministry of Foreign Affairs,9 August 1965, 55 years ago,"The Ministry of Foreign Affairs is a ministry of the Government of Singapore responsible for conducting and managing diplomatic relations between Singapore and other countries and regions. It is headed by the Minister for Foreign Affairs, the office currently held by Dr Vivian Balakrishnan.",www.mfa.gov.sg,,9 August 1965
Singapore,Government Technology Agency,1 October 2016, 3 years ago,"The Government Technology Agency is a statutory board of the Singapore government, under the Prime Minister's Office. It was restructured from the former entity Infocomm Development Authority of Singapore in 2016, and officially legislated in Parliament on 18 August 2016.",www.tech.gov.sg,,1 October 2016
Singapore,Ministry of Trade and Industry,15 March 1979, 41 years ago,The Ministry of Trade and Industry is a ministry of the Government of Singapore that directs the formulation of policies related to the development of trade and industry in Singapore.,www.mti.gov.sg,,15 March 1979
Singapore,Monetary Authority of Singapore,1 January 1971, 49 years ago,"The Monetary Authority of Singapore is Singapore's central bank and financial regulatory authority. It administers the various statutes pertaining to money, banking, insurance, securities and the financial sector in general, as well as currency issuance.",www.mas.gov.sg,,1 January 1971
Singapore,Singapore Tourism Board,1 January 1964, 56 years ago19 November 1997, 22 years ago,"The Singapore Tourism Board is a statutory board under the Ministry of Trade and Industry of Singapore, tasked to promote the country's tourism industry.",,"Tourism Court, 1 Orchard Spring Lane, Singapore 247729"
Singapore,Maritime and Port Authority of Singapore,2 February 1996, 24 years ago,The Maritime and Port Authority of Singapore is a statutory board under the Ministry of Transport of the Government of Singapore.,http://www.mpa.gov.sg,,2 February 1996
Singapore,National Heritage Board,1 August 1993, 27 years ago,"The National Heritage Board is a statutory board of the Singapore Government, under the Ministry of Culture, Community and Youth. It was formed on 1 August 1993.",www.nhb.gov.sg,,1 August 1993
Singapore,Ministry of Social and Family Development,1 November 2012, 7 years ago,"The Ministry of Social and Family Development is a ministry of the Government of Singapore focusing on nurturing resilient individuals, strong families and a caring society in Singapore.",www.msf.gov.sg,,1 November 2012
Singapore,Ministry of Finance,,The Ministry of Finance is a ministry of the Government of Singapore responsible for designing regulatory policies and maintaining international standards and best practices in areas such as company ...,Official website www.singaporebudget.gov.sg,The Treasury,,"{nan: nan, 'The Ministry of Finance, Singapore is headquartered at The Treasury on High Street, Singapore': 'The Ministry of Finance, Singapore is headquartered at The Treasury on High Street, Singapore', 'Agency overview': 'Agency overview', 'Jurisdiction': 'Government of Singapore', 'Headquarters': 'The Treasury', 'Employees': '3,858 (2018) [1]', 'Annual budget': '1.02 billion (est) SGD (2019) [2]', 'Ministers responsible': 'Heng Swee Keat, MinisterLawrence Wong, Second MinisterIndranee Rajah, Second Minister[3]', 'Agency executive': 'Tan Ching Yee, Permanent SecretaryYee Ping Yi, Deputy Secretary (Planning)Han Neng Hsiu, Deputy Secretary (Development)', 'Child agencies': ""1) Accounting and Corporate Regulatory Authority2) Accountant-General's Department3) Inland Revenue Authority of Singapore4) Singapore Accountancy Commission5) Singapore Customs6) Tote Board7) VITAL"", 'Website': 'Official website www.singaporebudget.gov.sg'}"
Singapore,Ministry of National Development,,"The Ministry of National Development is a ministry of the Government of Singapore that directs the formulation and implementation of policies related to land-use planning and infrastructure development.Since 1 April 2019, AVA was disbanded and functions were split between NParks and Singapore Food Agency.",www.mnd.gov.sg,"5 Maxwell Road, #21-00 & #22-00 Tower Block, MND Complex, Singapore 069110",Government of Singapore,"{'logo of the mnd': 'Logo of the MND', 'agency overview': 'Agency overview', 'jurisdiction': 'Government of Singapore', 'headquarters': '5 Maxwell Road, #21-00 & #22-00 Tower Block, MND Complex, Singapore 069110', 'employees': '9,063 (2018) [1]', 'annual budget': '3.35 billion (est) SGD (2019) [1]', 'ministers responsible': 'Desmond Lee, MinisterIndranee Rajah, Second MinisterSim Ann, Senior Minister of StateMuhammad Faishal Ibrahim, Minister of StateTan Kiat How, Minister of State', 'agency executive': 'Ow Foong Pheng [2], Permanent Secretary', 'child agencies': '1) Building and Construction Authority2) Council for Estate Agencies3) Housing and Development Board4) National Parks Board5) Urban Redevelopment Authority', 'website': 'www.mnd.gov.sg'}"
Singapore,Sport Singapore,1 October 1973, 46 years ago1 April 2014, 6 years ago,"Sport Singapore, formerly Singapore Sports Council, is a statutory board under the Ministry of Culture, Community and Youth of the Singapore Government. It is the lead agency tasked with developing a holistic sports culture for the nation.",,"230 Stadium Boulevard, Singapore 397799"
Singapore,Civil Service College Singapore,1 October 2001, 18 years ago,"Civil Service College Singapore is a college for government employees in Singapore. It is a statutory board under the Public Service Division, Prime Minister's Office, of the Government of Singapore.",www.cscollege.gov.sg,,1 October 2001
Singapore,Land Transport Authority,1 September 1995, 24 years ago[1],The Land Transport Authority is a statutory board under the Ministry of Transport of Government of Singapore. It is located at Hampshire Road near Little India MRT station.,www.lta.gov.sg,,1 September 1995
Singapore,Ministry of Law,,"The Ministry of Law is a ministry of the Government of Singapore responsible for ensuring that Singapore's legal infrastructure is clear, efficacious and transparent. It is currently led by Minister for Law, K Shanmugam.",www.mlaw.gov.sg,"100 High Street, #08-02 The Treasury, Singapore 179434",,"{nan: nan, 'Agency overview': 'Agency overview', 'Jurisdiction': 'Government of Singapore', 'Headquarters': '100 High Street, #08-02 The Treasury, Singapore 179434', 'Employees': '1,022[1]', 'Annual budget': '555.57 million (est) SGD (2019)[2]', 'Ministers responsible': 'K Shanmugam, MinisterEdwin Tong, Second Minister', 'Agency executives': 'Mr Loh Khum Yean, Permanent SecretaryMr Calvin Phua, Deputy Secretary', 'Child agencies': 'Intellectual Property Office of SingaporeSingapore Land Authority', 'Website': 'www.mlaw.gov.sg'}"
Singapore,Ministry of Defence,11 August 1970,The Ministry of Defence is a ministry of the Government of Singapore entrusted with overseeing the national defence needs of the Republic of Singapore. It is the parent ministry of the Singapore Armed Forces.,www.mindef.gov.sg,"MINDEF Building, Gombak Drive, Singapore1°22′17.77″N 103°45′32.62″E﻿ / ﻿1.3716028°N 103.7590611°E",,"{nan: nan, 'Agency overview': 'Agency overview', 'Formed': '11 August 1970', 'Preceding agency': 'Ministry of Interior and Defence', 'Jurisdiction': 'Government of Singapore', 'Headquarters': 'MINDEF Building, Gombak Drive, Singapore1°22′17.77″N 103°45′32.62″E\ufeff / \ufeff1.3716028°N 103.7590611°E', 'Employees': '282 (2018) [1]', 'Annual budget': '15.47 billion (est) SGD (2019) [1]', 'Ministers responsible': 'Ng Eng Hen, MinisterHeng Chee How, Senior Minister of StateZaqy Mohamad, Senior Minister of State', 'Agency executives': 'Chan Yeng Kit, Permanent Secretary (Defence)Joseph Leong, Permanent Secretary (Defence Development)Teo Eng Dih, Deputy Secretary (Policy)Adrian Chua, Deputy Secretary (Administration)Quek Gim Pew, Chief Defence ScientistRADM Frederick Chew, Deputy Secretary (Technology)David Koh, Deputy Secretary (Special Projects)/Defence Cyber Chief', 'Child agencies': '1) Singapore Armed Forces2) Defence Science and Technology Agency', 'Website': 'www.mindef.gov.sg'}"
Singapore,Urban Redevelopment Authority,1 April 1974, 46 years ago1 September 1989, 30 years ago,"The Urban Redevelopment Authority is the national urban planning authority of Singapore, and a statutory board under the Ministry of National Development of the Singapore Government.",,"The URA Centre, 45 Maxwell Road, Singapore 069118"
Singapore,Prime Minister's Office,,"The Prime Minister's Office is a ministerial level executive agency within the Government of Singapore that handles the ministries and other political matters that are of great importance to the nation, such as corruption and elections. It is headed by the Prime Minister and its politicians.",www.pmo.gov.sg,The Istana1°18′25″N 103°50′35″E﻿ / ﻿1.30694°N 103.84306°E,,"{nan: nan, 'Agency overview': 'Agency overview', 'Jurisdiction': 'Government of Singapore', 'Headquarters': 'The Istana1°18′25″N 103°50′35″E\ufeff / \ufeff1.30694°N 103.84306°E', 'Employees': '3,711 (2018) [1]', 'Annual budget': '1.02 billion (est) SGD (2019) [2]', 'Ministers responsible': ""Lee Hsien Loong, (Prime Minister)Heng Swee Keat, (Deputy Prime Minister) & (Coordinating Minister for Economic Policies)Tharman Shanmugaratnam, (Senior Minister) & (Coordinating Minister for Social Policies)Teo Chee Hean, (Senior Minister) & (Coordinating Minister for National Security)Indranee Rajah, (Minister in Prime Minister's Office)Maliki Osman, (Minister in Prime Minister's Office)Tan See Leng, (Minister in Prime Minister's Office)Tan Kiat How, (Minister of State in Prime Minister Office)"", 'Agency executives': 'Leo Yip, Head of the Civil Service, Permanent Secretary (Prime Minister’s Office)/ (Strategy)/(National Security Coordination Secretariat)Mrs Tan Ching Yee [3], Permanent Secretary (Special Duties)Loh Khum Yean, Permanent Secretary (Public Service Division)Ng Chee Khern, Permanent Secretary (Smart Nation & Digital Government)Chan Lai Fung (Ms), Permanent Secretary (National Research & Development)Tan Kee Yong, Secretary to the Prime Minister', 'Child agencies': 'Civil Service CollegeCorrupt Practices Investigation BureauCyber Security AgencyElections DepartmentGovernment Technology AgencyMonetary Authority of SingaporeNational Research FoundationNational Security Coordination SecretariatPublic Service DivisionSmart Nation and Digital Government GroupStrategy Group', 'Website': 'www.pmo.gov.sg'}"
Singapore,Infocomm Media Development Authority,1 October 2016, 3 years ago,"The Infocomm Media Development Authority is a statutory board of the Singapore government, under the Ministry of Communications and Information.",www.imda.gov.sg,,1 October 2016
Singapore,National Parks Board,1 July 1996, 24 years ago,"The National Parks Board is a statutory board of the Government of Singapore.NParks is responsible for enhancing and managing the urban ecosystems of which the government calls a ""City in Nature"".",http://www.nparks.gov.sg,,1 July 1996
Singapore,Singapore Police Force,1820, 200 years ago,The Singapore Police Force is the principal law enforcement agency within the Republic of Singapore. It was formerly known as the Republic of Singapore Police.The SPF is a uniformed organisation under the purview of the Ministry of Home Affairs.,Website,,1820
Singapore,"Ministry of Culture, Community and Youth",1 November 2012, 7 years ago,"The Ministry of Culture, Community and Youth is a ministry of the Government of Singapore tasked, from the government's point of view, to ""inspire Singaporeans through the arts and sports, strengthen community bonds, and promote volunteerism and philanthropy"" in Singapore.",www.mccy.gov.sg,,1 November 2012
Singapore,Ministry of Education,7 April 1955, 65 years ago,The Ministry of Education is a ministry of the Government of Singapore that directs the formulation and implementation of policies related to Education in Singapore. It is currently headed by Minister Lawrence Wong who oversees education from Primary 1 to tertiary institutions.,www.moe.gov.sg,,7 April 1955
Singapore,Majlis Ugama Islam Singapura,1 July 1968, 52 years ago,"The Majlis Ugama Islam Singapura, also known as the Islamic Religious Council of Singapore, is a statutory board of Ministry of Culture, Community and Youth in Singapore. As a majlis, its role is to look after the administration and interests of Singapore's Muslim community.",www.muis.gov.sg,,1 July 1968
Singapore,Ministry of Transport,23 November 2001, 18 years ago,"The Ministry of Transport is a ministry in the Government of Singapore that administers and regulates land, sea and air transportation within the republic’s jurisdiction. Its head office is in the PSA Building.",www.mot.gov.sg,,23 November 2001
Singapore,Immigration and Checkpoints Authority,1 April 2003, 17 years ago,"The Immigration and Checkpoints Authority is the border control agency of Singapore under the department of the Ministry of Home Affairs.The ICA is responsible for border control, immigration enforcement, and border customs services in Singapore. ICA is accountable to Parliament through the Minister for Home Affairs.",Website,,1 April 2003
Singapore,"Agency for Science, Technology and Research",11 January 1991, 29 years ago5 January 2002, 18 years ago,"The Agency for Science, Technology and Research is a statutory board under the Ministry of Trade and Industry of Singapore.The agency supports R&amp;D that is aligned to areas of competitive advantage and national needs for Singapore.",,"1 Fusionopolis Way, #20-10 Connexis, Singapore 138632"
Singapore,Ministry of Home Affairs,1959,"The Ministry of Home Affairs is a ministry of the Government of Singapore responsible for national security, public safety, civil defence, border control, and immigration. It is also known as the Home Team. It is headed by the Minister for Home Affairs.",www.mha.gov.sg,"New Phoenix Park, 28 Irrawaddy Road, Singapore 3295601°19′25.91″N 103°50′41.64″E﻿ / ﻿1.3238639°N 103.8449000°E",Government of Singapore,"{'refreshed logo of the mha': 'Refreshed logo of the MHA', 'new phoenix park, where the ministry of home affairs is located': 'New Phoenix Park, where the Ministry of Home Affairs is located', 'agency overview': 'Agency overview', 'formed': '1959', 'jurisdiction': 'Government of Singapore', 'headquarters': 'New Phoenix Park, 28 Irrawaddy Road, Singapore 3295601°19′25.91″N 103°50′41.64″E\ufeff / \ufeff1.3238639°N 103.8449000°E', 'employees': '28,144 (2018) [1]', 'annual budget': '6.74 billion (est) SGD (2019) [2]', 'ministers responsible': 'K Shanmugam, MinisterJosephine Teo, Second MinisterMuhammad Faishal Ibrahim, Minister of StateDesmond Tan, Minister of State', 'agency executives': 'Leo Yip, Permanent SecretaryLai Chung Han, Second Permanent SecretaryRaja Kumar s/o Thamby Rajah, Deputy Secretary (International)Puah Kok Keong, Deputy Secretary (Policy)Chan Tsan, Deputy Secretary (Development)', 'child agencies': 'Casino Regulatory AuthorityCentral Narcotics BureauHome Team AcademyHome Team Science and Technology AgencyImmigration and Checkpoints AuthorityInternal Security DepartmentSingapore Civil Defence ForceSingapore Corporation of Rehabilitative EnterprisesSingapore Police ForceSingapore Prison Service', 'website': 'www.mha.gov.sg'}"
Singapore,Council for Estate Agencies,22 October 2010, 9 years ago,The Council for Estate Agencies was established on 22 October 2010 as a statutory board of the Ministry of National Development to regulate and develop the real estate agency industry in Singapore.,www.cea.gov.sg,,22 October 2010
Singapore,Singapore Land Authority,1 June 2001, 19 years ago,The Singapore Land Authority is a statutory board under the Ministry of Law of the Singapore Government.,www.sla.gov.sg,,1 June 2001
Singapore,National Environment Agency,1 July 2002, 18 years ago,National Environment Agency is a statutory board formed on 1 July 2002 under the Ministry of Sustainability and the Environment in Singapore.NEA is responsible for improving and sustaining a clean and green environment in Singapore.,"http://www.nea.gov.sg, https://www.facebook.com/NEASingapore",,1 July 2002
Singapore,Building and Construction Authority,1 April 1999, 21 years ago,The Building and Construction Authority is a statutory board under the Ministry of National Development of the Singapore Government. It was established on 1 April 1999 through the merger of the Construction Industry Development Board and the Building Control Division of the former Public Works Department.,www.bca.gov.sg,,1 April 1999
Singapore,Ministry of Sustainability and the Environment,1972,"The Ministry of Sustainability and the Environment, is a ministry of the Government of Singapore.",www.mse.gov.sg,"40 Scotts Road, #24-00 Environment Building, Singapore 228231",,"{nan: nan, 'Agency overview': 'Agency overview', 'Formed': '1972', 'Jurisdiction': 'Government of Singapore', 'Headquarters': '40 Scotts Road, #24-00 Environment Building, Singapore 228231', 'Employees': '4,493 (2018)[1]', 'Annual budget': '2.75 billion (est) SGD (2019) [2]', 'Ministers responsible': 'Grace Fu, MinisterAmy Khor, Senior Minister of StateDesmond Tan, Minister of State', 'Agency executive': 'Albert Chua[3], Permanent Secretary', 'Child agencies': '1) National Environment Agency2) Public Utilities Board3) Singapore Food Agency', 'Website': 'www.mse.gov.sg'}"
Singapore,JTC Corporation,1 June 1968, 52 years ago,"JTC Corporation, formerly the Jurong Town Corporation, is a government agency in Singapore that champions sustainable industrial development. It masterplans clean, green and smart estates to create attractive destinations for Singapore's talent and communities.",www.jtc.gov.sg,,1 June 1968
Singapore,People's Association,1 July 1960, 60 years ago,The People's Association is a Singaporean statutory board that oversees neighbourhood grassroots communities and social organisations. The PA was established on 1 July 1960 to as part of the nation-building programme to promote social cohesion and multiracialism.,www.pa.gov.sg,,1 July 1960
Singapore,Energy Market Authority,1 April 2001, 19 years ago,"The Energy Market Authority is a statutory board under the Ministry of Trade and Industry of Singapore. EMA's main goals are to promote effective competition in the energy market, ensure a reliable and secure energy supply, and develop a dynamic energy sector in Singapore.",www.ema.gov.sg,,1 April 2001
Singapore,Civil Aviation Authority of Singapore,1 September 1984, 35 years ago,The Civil Aviation Authority of Singapore is Singapore's national aviation authority and a statutory board under the Ministry of Transport of the Government of Singapore. Its head office is located on the fourth storey of Singapore Changi Airport's Terminal 2.,www.caas.gov.sg,,1 September 1984
Singapore,International Enterprise Singapore,1983, 37 years ago2002, 18 years ago,"International Enterprise Singapore, or IE Singapore, was a statutory board under the Ministry of Trade and Industry of the Singapore Government that facilitated the overseas growth of Singapore-based companies and promoted international trade.",,"230 Victoria Street, Level 10, Bugis Junction Office Tower, Singapore 188024"
Singapore,National Council of Social Service,1 May 1992, 28 years ago,The National Council of Social Service is a statutory board governed by the Ministry of Social and Family Development of the Singapore government.The organisation is the national coordinating body for Voluntary Welfare Organisations in Singapore.,www.ncss.gov.sg,,1 May 1992
Singapore,Workforce Singapore,17 September 2003, 16 years ago[1][2]4 October 2016, 3 years ago,"Workforce Singapore, formerly known as Singapore Workforce Development Agency, is a statutory board under the Ministry of Manpower of the Singapore Government.",,"1 Marina Boulevard, #18-01, One Marina Boulevard, Singapore 018989"
Singapore,Health Promotion Board,1 April 2001, 19 years ago,"The Health Promotion Board is a statutory board under the Ministry of Health of Singapore, next to Outram Park MRT station. It was established in 2001 to act as the main driver for national health promotion and disease prevention programmes.",hpb.gov.sg,,1 April 2001
Singapore,Singapore Food Agency,1 April 2019, 16 months ago,The Singapore Food Agency is a statutory board formed under the Ministry of Sustainability and the Environment to oversee food safety and security.,sfa.gov.sg,,1 April 2019
Singapore,Competition and Consumer Commission of Singapore,1 January 2005, 15 years ago1 April 2018, 2 years ago,The Competition and Consumer Commission of Singapore is Singapore's competition regulator. It was first established as the Competition Commission of Singapore on 1 January 2005 as a statutory board ...,,
Singapore,SPRING Singapore,1 April 1996, 24 years agoApril 2002, 18 years ago,"The Standards, Productivity and Innovation Board, was a statutory board under the Ministry of Trade and Industry of Singapore. It worked as an agency for enterprise development, and helped enterprises to enhance the competitiveness in Singapore market. It was also the national standards and conformance body.",,"1 Fusionopolis Walk, #01-02 South Tower, Solaris Singapore 138628"
Spain,Spanish Tax Agency,"January 1, 1992; 28 years ago","The Agencia Estatal de Administración Tributaria, commonly known as Agencia Tributaria, is the revenue service of the Kingdom of Spain.",www.agenciatributaria.es,"Madrid, Spain",,"{'Agencia Estatal de Administración Tributaria': 'Agencia Estatal de Administración Tributaria', nan: nan, 'Agency overview': 'Agency overview', 'Formed': 'January\xa01, 1992; 28\xa0years ago', 'Jurisdiction': 'Spain', 'Headquarters': 'Madrid, Spain', 'Employees': '25.152 (2017)[1]', 'Annual budget': '€1.3 billion (2017)[1]', 'Agency executives': 'Inés Bardón, PresidentJesús Gascón Catalán[2], Director-General', 'Parent agency': 'Ministry of the Treasury', 'Child agency': 'Customs Surveillance Service', 'Website': 'www.agenciatributaria.es'}"
Spain,Spanish Agency for International Development Cooperation,"November 1988, 11; 31 years ago",The Spanish Agency for International Development Cooperation is a Spanish agency responsible for the management of the Government international development cooperation policy.,aecid.es,"Madrid, Spain",,"{'Agencia Española de Cooperación Internacional para el Desarrollo': 'Agencia Española de Cooperación Internacional para el Desarrollo', nan: nan, 'AECID Headquarters': 'AECID Headquarters', 'Agency overview': 'Agency overview', 'Formed': 'November\xa01988, 11; 31\xa0years ago', 'Preceding agencies': 'Institute for Ibero-American CooperationSpanish-Arab Institute of Culture', 'Headquarters': 'Madrid, Spain', 'Agency executives': 'Secretary of State for International Cooperation, PresidentDirector-General for Sustainable Development Policies, Vice PresidentCarmen Castiella Ruiz de Velasco, Acting Director', 'Website': 'aecid.es'}"
Spain,Spanish Agency for Food Safety and Nutrition,"July 7, 2001; 19 years ago",The Spanish Agency for Food Safety and Nutrition is a regulatory agency of the Government of Spain responsible for promoting food safety and for provinding guarantees and objective information to consumers and economic agents of the Spanish agrifood industry.,www.aecosan.gob.es,"Madrid, Spain",Spain,"{'agencia española de seguridad alimentaria y nutrición': 'Agencia Española de Seguridad Alimentaria y Nutrición', 'agency overview': 'Agency overview', 'formed': 'July\xa07, 2001; 19\xa0years ago', 'jurisdiction': 'Spain', 'headquarters': 'Madrid, Spain', 'agency executives': 'Rafael Escudero Alday, PresidentMarta Natividad García Pérez, Executive Director', 'parent agency': 'Ministry of Consumer Affairs', 'website': 'www.aecosan.gob.es'}"
Spain,Spanish Agency of Medicines and Medical Products,,"The Spanish Agency of Medicines and Medical Devices is a regulatory agency of the Government of Spain that acts as the highest sanitary authority in terms of medical safety on medicines, health products, cosmetics and personal care products.",,,,
Spain,National Intelligence Centre,"February 13, 1989; 31 years ago","The National Intelligence Centre is the Spanish official intelligence agency, acting as both its foreign and domestic intelligence agency. Its headquarters are located next to the A-6 motorway near Madrid.",www.gob.mx/cni,"Camino Real a Contreras No. 35, Col. La Concepción, Magdalena Contreras, Ciudad de México19°18′14″N 99°14′10″W﻿ / ﻿19.304°N 99.236°WCoordinates: 19°18′14″N 99°14′10″W﻿ / ﻿19.304°N 99.236°W",,"{'centro nacional de inteligencia': 'Centro Nacional de Inteligencia', 'official seal of the cni': 'Official Seal of the CNI', 'agency overview': 'Agency overview', 'formed': 'February\xa013, 1989; 31\xa0years ago', 'preceding agency': 'Centro de Investigación y Seguridad Nacional (1989-2018)', 'headquarters': 'Camino Real a Contreras No. 35, Col. La Concepción, Magdalena Contreras, Ciudad de México19°18′14″N 99°14′10″W\ufeff / \ufeff19.304°N 99.236°WCoordinates: 19°18′14″N 99°14′10″W\ufeff / \ufeff19.304°N 99.236°W', 'employees': 'Classified (estimated around 3,600)', 'annual budget': '128 million dollars (2019)[1]', 'agency executive': 'Audomaro Martínez Zapata[2], General Director[2]', 'parent department': 'Secretariat of Security and Civilian Protection', 'website': 'www.gob.mx/cni'}"
Spain,Instituto Nacional de Estadística,"November 3, 1856(163 years ago)","The National Statistics Institute is the official agency in Spain that collects statistics about demography, economy, and Spanish society.",www.ine.es,"Paseo de la Castellana, 183Madrid",,"{'Instituto Nacional de Estadística': 'Instituto Nacional de Estadística', nan: nan, 'INE headquarters, Madrid.': 'INE headquarters, Madrid.', 'Agency overview': 'Agency overview', 'Formed': 'November\xa03, 1856(163\xa0years ago)', 'Preceding agencies': 'Junta de EstadísticaInstituto Geográfico y Estadístico', 'Jurisdiction': 'Government of Spain', 'Headquarters': 'Paseo de la Castellana, 183Madrid', 'Agency executive': 'Gregorio Izquierdo Llanes, President', 'Website': 'www.ine.es'}"
Spain,Evaluation and Quality Agency,"January 1, 2007","The State Agency for the Evaluation of Public Policies and Quality of Services, commonly known as The Evaluation and Quality Agency, was a Spanish public agency responsible for the promotion, performance evaluation, and impact analysis of public policies and programs.",www.aeval.es,"Madrid, Spain",Spain,"{'agencia estatal de evaluación de las políticas públicas y la calidad de los servicios': 'Agencia Estatal de Evaluación de las Políticas Públicas y la Calidad de los Servicios', 'agency overview': 'Agency overview', 'formed': 'January 1, 2007', 'dissolved': 'July 28, 2017', 'superseding agency': 'Institute for the Evaluation of Public Policies', 'jurisdiction': 'Spain', 'headquarters': 'Madrid, Spain', 'annual budget': '€ 9.93 million[1] (2016)', 'parent agency': 'Ministry of the Treasury and Public Function', 'website': 'www.aeval.es'}"
Spain,Intelligence Center for Counter-Terrorism and Organized Crime,"October 15, 2014; 5 years ago","The Intelligence Center for Counter-Terrorism and Organized Crime is the Spanish domestic intelligence agency responsible for the prevention of terrorism, organized crime and other violent radical organizations by managing and analyzing all internal information of the country. It was formed in October 2014.",,"Madrid, Spain",,"{'emblem of the citco': 'Emblem of the CITCO', 'intelligence agency overview': 'Intelligence agency overview', 'formed': 'October\xa015, 2014; 5\xa0years ago', 'preceding agencies': 'National Anti-Terrorism Coordination CenterIntelligence Center against Organized Crime', 'headquarters': 'Madrid, Spain', 'intelligence agency executive': 'Francisco Montes López, DirectorDeputy director', 'parent intelligence agency': 'Secretariat of State for Security'}"
Spain,Spanish National Research Council,"November 24, 1939",The Spanish National Research Council is the largest public institution dedicated to research in Spain and the third largest in Europe.,http://www.csic.es,Serrano 117. 28006 Madrid,,"{nan: nan, 'Headquarters': 'Serrano 117. 28006 Madrid', 'Agency overview': 'Agency overview', 'Formed': 'November 24, 1939', 'Preceding agency': 'Junta de Ampliación de Estudios (JAE)', 'Jurisdiction': 'Spain', 'Employees': '11,112 (2017)[1]', 'Agency executive': 'Rosa María Menéndez López, President', 'Website': 'http://www.csic.es'}"
Spain,State Research Agency,"November 27, 2015; 4 years ago",The State Research Agency is a Spanish agency responsible for the promotion of scientific and technical research in all areas of knowledge through the competitive and efficient allocation of public ...,www.idi.mineco.gob.es/,"Madrid, Spain",,"{'Agencia Estatal de Investigación': 'Agencia Estatal de Investigación', nan: nan, 'Agency overview': 'Agency overview', 'Formed': 'November\xa027, 2015; 4\xa0years ago', 'Jurisdiction': 'Spain', 'Headquarters': 'Madrid, Spain', 'Annual budget': '€ 640.1 million[1]', 'Agency executives': 'President, Ángeles Heras CaballeroDirector, Enrique Playán Jubillar[2]', 'Parent agency': 'Ministry of Science', 'Website': 'www.idi.mineco.gob.es/'}"
Spain,Spanish Data Protection Agency,,The Spanish Data Protection Agency is an independent agency of the government of Spain which oversees the compliance with the legal provisions on the protection of personal data. The agency is headquartered in the city of Madrid and it extends its authority to the whole country.,,,,
Spain,National Transplant Organization,1989,"The National Transplant Organization is an independent coordinating agency of the Spanish Ministry of Health responsible for developing the competencies related with provision and clinical utilization of organs, tissues and cells.",www.ont.es,"Sinesio Delgado Street 6-8, Hall 3Madrid",,"{'Organización Nacional de Trasplantes': 'Organización Nacional de Trasplantes', nan: nan, 'Autonomous agency overview': 'Autonomous agency overview', 'Formed': '1989', 'Jurisdiction': 'Government of Spain', 'Headquarters': 'Sinesio Delgado Street 6-8, Hall 3Madrid', 'Annual budget': '€4.1 million, 2019[1]', 'Autonomous agency executives': 'Faustino Blanco, PresidentBeatriz Domínguez-Gil, Director', 'Parent department': 'Ministry of Health', 'Website': 'www.ont.es'}"
Spain,Maritime Safety and Rescue Society,,The Sociedad de Salvamento y Seguridad Marítima also known as SASEMAR or Salvamento Marítimo is a sea search and rescue agency that operates in Spain.,www.salvamentomaritimo.es,Madrid,,"{'sasemar emblem': 'SASEMAR emblem', 'abbreviation': 'SASEMAR', 'formation': '24 November 1992', 'headquarters': 'Madrid', 'location': 'Fruela 3, 28011 Madrid, Comunidad de Madrid, Spain', 'region served': 'Spain', 'official language': 'Spanish', 'parent organization': 'Ministerio de FomentoDirección General de la Marina Mercante', 'budget': '215 million €', 'staff': '1453', 'website': 'www.salvamentomaritimo.es'}"
Spain,Food Information and Control Agency,"August 2, 2013; 7 years ago","The Food Information and Control Agency is the Spanish Department of Agriculture, Fisheries and Food agency responsible for managing the information and control systems of the olericulture, dairy and ...",www.aica.gob.es,"Madrid, Spain",Spain,"{'agencia de información y control alimentarios': 'Agencia de Información y Control Alimentarios', 'logotype': 'Logotype', 'agency overview': 'Agency overview', 'formed': 'August\xa02, 2013; 7\xa0years ago', 'jurisdiction': 'Spain', 'headquarters': 'Madrid, Spain', 'employees': '68 (2019)[1]', 'annual budget': '€ 6.3 million, 2019[2]', 'agency executive': 'Gema Hernández Maroñas, Director', 'parent agency': 'Ministry of Agriculture, Fisheries and Food', 'website': 'www.aica.gob.es'}"
Spain,Spanish Aviation Safety and Security Agency,8 February 2008, 12 years ago,"The Spanish Aviation Safety and Security Agency, also known by the acronym AESA, is the national aviation authority for Spain.The agency is based in Madrid, where it currently occupies offices in the AZCA district, pending the refurbishment of a building on the Paseo de la Castellana.",www.seguridadaerea.gob.es,,8 February 2008
Spain,Railway Safety Agency,"December 19, 2014; 5 years ago[1]","The Railway Safety Agency, in Spanish, Agencia Estatal de Seguridad Ferroviaria is a Spanish government agency within the Department of Transport. The AESF is the highest railway authority and responsible for the railway safety.",www.seguridadferroviaria.es,"Madrid, Spain",,"{'Agencia Estatal de Seguridad Ferroviaria': 'Agencia Estatal de Seguridad Ferroviaria', nan: nan, 'Agency overview': 'Agency overview', 'Formed': 'December\xa019, 2014; 5\xa0years ago[1]', 'Jurisdiction': 'Spain', 'Headquarters': 'Madrid, Spain', 'Annual budget': '€13.88 million [2]:3', 'Agency executives': 'Julián López Milla, PresidentPedro M. Lekuona García, Director', 'Parent agency': 'Ministry of Public Works', 'Website': 'www.seguridadferroviaria.es'}"
